star_id,name,brightness_apparent,stellar_classification,constellation,galaxy_id
3007,HD 30338,5.09,K3III,Cepheus,16
3008,HD 25007,5.1,G8III+...,Cepheus,16
3009,VV Cep,5.11,M2 + B0,Cepheus,16
3010,78 Dra,5.18,K0III,Cepheus,16
3011,6 Cep,5.19,B3IVe,Cepheus,16
3012,30 Cep,5.19,A3IV,Cepheus,16
3013,HD 210855,5.24,F8V,Cepheus,16
3014,HD 218029,5.25,K3III,Cepheus,16
3015,18 Cep,5.26,M5III,Cepheus,16
3016,20 Cep,5.27,K4III,Cepheus,16
3017,HD 212710,5.27,B9.5Vn,Cepheus,16
3018,HD 210939,5.37,K1III,Cepheus,16
3019,HD 26836,5.42,G6III:,Cepheus,16
3020,7 Cep,5.42,B7V,Cepheus,16
3021,HD 19978,5.44,A6V,Cepheus,16
3022,ρ2 Cep,5.45,A3V,Cepheus,16
3023,HD 26659,5.47,G8III,Cepheus,16
3024,HD 213022,5.47,K2III,Cepheus,16
3025,HD 18438,5.49,M1III,Cepheus,16
3026,V408 Cep,5.51,B5V,Cepheus,16
3027,V381 Cep,5.51,M1Ibep,Cepheus,16
3028,HD 210884,5.52,F2V,Cepheus,16
3029,26 Cep,5.52,B0.5Ib,Cepheus,16
3030,HD 205139,5.53,B1II,Cepheus,16
3031,12 Cep,5.53,M1III,Cepheus,16
3032,HD 200205,5.54,K4III,Cepheus,16
3033,14 Cep,5.55,O9V,Cepheus,16
3034,V388 Cep,5.56,F0IV,Cepheus,16
3035,HD 221525,5.56,A7IV,Cepheus,16
3036,HD 4853,5.59,A4V,Cepheus,16
3037,4 Cep,5.59,A8V,Cepheus,16
3038,HD 6798,5.6,A3V,Cepheus,16
3039,HD 220974,5.6,A6IV,Cepheus,16
3040,HD 216380,5.61,G2IV+...,Cepheus,16
3041,HD 20084,5.62,G3IIp...,Cepheus,16
3042,HD 202214,5.64,B0V,Cepheus,16
3043,HD 225216,5.68,K1III,Cepheus,16
3044,HD 208095,5.7,B6IV-V,Cepheus,16
3045,HD 214035,5.7,A2V,Cepheus,16
3046,HD 206267,5.74,O6V((f))+O9V,Cepheus,16
3047,13 Cep,5.74,B8Ibvar,Cepheus,16
3048,25 Cep,5.75,K3III,Cepheus,16
3049,HD 211029,5.76,M3III,Cepheus,16
3050,HR 774,5.8,G8p...,Cepheus,16
3051,HD 214710,5.8,M1III,Cepheus,16
3052,HD 192781,5.81,K5III,Cepheus,16
3053,HD 200614,5.83,B8III,Cepheus,16
3054,ρ1 Cep,5.83,A2m,Cepheus,16
3055,HD 22701,5.84,F5IV,Cepheus,16
3056,HD 208682,5.84,B2.5Ve,Cepheus,16
3057,HD 221861,5.86,K0Ib,Cepheus,16
3058,HD 201636,5.88,F3IV,Cepheus,16
3059,HD 211554,5.88,G8III,Cepheus,16
3060,HD 217157,5.89,K5,Cepheus,16
3061,HD 219485,5.89,A0V,Cepheus,16
3062,V414 Cep,5.91,M3III,Cepheus,16
3063,77 Dra,5.91,B8Vn,Cepheus,16
3064,HD 18778,5.92,A7III-IV,Cepheus,16
3065,HD 203399,5.92,K5III,Cepheus,16
3066,HD 207198,5.94,O9II,Cepheus,16
3067,HD 222386,5.95,A3V,Cepheus,16
3068,HD 223128,5.95,B2IV,Cepheus,16
3069,HD 209112,5.96,M3III,Cepheus,16
3070,HD 205072,5.97,G6III:,Cepheus,16
3071,HD 222387,5.98,G8III,Cepheus,16
3072,HD 200039,5.99,G5III,Cepheus,16
3073,HD 202987,6.0,K3III,Cepheus,16
3074,HD 431,6.01,A7IV,Cepheus,16
3075,HD 213973,6.01,A9III,Cepheus,16
3076,HD 216595,6.01,K2V:,Cepheus,16
3077,HD 197373,6.02,F6IV,Cepheus,16
3078,HD 12005,6.04,K0,Cepheus,16
3079,HD 212495,6.04,A1V,Cepheus,16
3080,HD 12467,6.05,A1V,Cepheus,16
3081,HD 8065,6.07,A0Iab,Cepheus,16
3082,HD 216102,6.07,K0,Cepheus,16
3083,HD 206842,6.1,K1III,Cepheus,16
3084,HD 203574,6.11,G5III,Cepheus,16
3085,V426 Cep,6.11,M3II-III...,Cepheus,16
3086,HD 211300,6.11,A3V+...,Cepheus,16
3087,HD 203501,6.12,A3IV,Cepheus,16
3088,HD 211242,6.13,B8Vn,Cepheus,16
3089,HD 204754,6.14,B8III,Cepheus,16
3090,HD 36905,6.17,M0III,Cepheus,16
3091,HD 197734,6.17,A2IV,Cepheus,16
3092,HD 208606,6.17,G8Ib...,Cepheus,16
3093,HD 207780,6.18,M1II-III,Cepheus,16
3094,HD 212454,6.18,B8III-IV,Cepheus,16
3095,HD 216172,6.19,F5,Cepheus,16
3096,HD 6319,6.2,K2III:,Cepheus,16
3097,HD 218560,6.21,K0,Cepheus,16
3098,HD 199661,6.23,B2.5IV,Cepheus,16
3099,HD 6473,6.24,K0,Cepheus,16
3100,HD 218537,6.25,B3V,Cepheus,16
3101,HD 214019,6.26,A0V,Cepheus,16
3102,HD 7238,6.27,F5Vs,Cepheus,16
3103,HD 210905,6.29,K0III,Cepheus,16
3104,HD 213232,6.3,K0,Cepheus,16
3105,V398 Cep,6.31,M4,Cepheus,16
3106,δ Cep C,6.3,B7IV,Cepheus,16
3107,HD 209258,6.32,K5,Cepheus,16
3108,V379 Cep,6.32,B2III,Cepheus,16
3109,HD 215907,6.33,B9.5IV,Cepheus,16
3110,ξ Cep B,6.34,F8V,Cepheus,16
3111,HD 210220,6.34,G6III,Cepheus,16
3112,HD 1141,6.35,B9Vn,Cepheus,16
3113,HD 219841,6.35,A2Vs,Cepheus,16
3114,80 Dra,6.36,B9MNp...,Cepheus,16
3115,HR 9038,6.36,K3V,Cepheus,16
3116,HD 208132,6.37,Am+...,Cepheus,16
3117,HD 3440,6.38,F6V:,Cepheus,16
3118,HD 202582,6.38,G2IV+...,Cepheus,16
3119,V444 Cep,6.38,A0III,Cepheus,16
3120,HD 25904,6.39,K0,Cepheus,16
3121,HD 208947,6.41,B2V,Cepheus,16
3122,V421 Cep,6.42,B2III,Cepheus,16
3123,V422 Cep,6.43,M3,Cepheus,16
3124,V438 Cep,6.43,M3,Cepheus,16
3125,RW Cep,6.44,G8Ia,Cepheus,16
3126,HD 12918,6.45,K0,Cepheus,16
3127,HD 198781,6.45,B0.5V,Cepheus,16
3128,HD 207636,6.45,A0V,Cepheus,16
3129,HD 215588,6.45,F5,Cepheus,16
3130,HD 12927,6.46,A3,Cepheus,16
3131,HD 212136,6.46,G8III,Cepheus,16
3132,HD 217348,6.46,B9III,Cepheus,16
3133,V431 Cep,6.47,Ap Si,Cepheus,16
3134,HD 207826,6.49,F3IV,Cepheus,16
3135,HD 224890,6.5,Am...,Cepheus,16
3136,HD 32196,6.5,A5m,Cepheus,16
3137,HD 198236,6.5,G8III,Cepheus,16
3138,V Cep,6.57,A3V,Cepheus,16
3139,V419 Cep,6.62,M2Ib,Cepheus,16
3140,79 Dra,6.65,A2V,Cepheus,16
3141,15 Cep,6.69,B1V,Cepheus,16
3142,AH Cep,6.88,B0.5V+...,Cepheus,16
3143,U Cep,6.9,G8III,Cepheus,16
3144,HD 12648,6.98,G5,Cepheus,16
3145,HD 202432,7.0,K2 D,Cepheus,16
3146,EM Cep,7.03,B1Vn,Cepheus,16
3147,SS Cep,7.16,M5III,Cepheus,16
3148,DQ Cep,7.26,F1IV,Cepheus,16
3149,HD 204521,7.29,G0V_Fe-08,Cepheus,16
3150,HD 207538,7.3,O9.7IV,Cepheus,16
3151,T Cep,7.33,M6-9e,Cepheus,16
3152,V380 Cep,7.36,B2Ve,Cepheus,16
3153,VW Cep,7.38,G8V+K0V,Cepheus,16
3154,S Cep,7.4,"C7,4e",Cepheus,16
3155,HD 1,7.42,G9-K0IIIa,Cepheus,16
3156,NY Cep,7.44,B0IV,Cepheus,16
3157,V368 Cep,7.54,G9V,Cepheus,16
3158,W Cep,7.59,K0Iapev...,Cepheus,16
3159,EI Cep,7.61,F3V+F1m,Cepheus,16
3160,CW Cep,7.67,B0.5V+B1V,Cepheus,16
3161,IR Cep,7.86,G0,Cepheus,16
3162,EK Cep,7.89,A0V,Cepheus,16
3163,HD 204827,7.94,O9V+B0.5III,Cepheus,16
3164,XZ Cep,8.51,O9.5V,Cepheus,16
3165,HD 211810,8.59,G5,Cepheus,16
3166,ZZ Cep,8.6,B7v+...,Cepheus,16
3167,DH Cep,8.61,O5.5V+O6V,Cepheus,16
3168,CQ Cep,8.8,WN6+O9II-Ib,Cepheus,16
3169,WX Cep,9.0,A5V+A2V,Cepheus,16
3170,HD 211853,9.0,WN6o+O6I,Cepheus,16
3171,XX Cep,9.18,A7V,Cepheus,16
3172,RZ Cep,9.19,A0-F2,Cepheus,16
3173,IL Cep,9.31,B3IVe+A3,Cepheus,16
3174,EG Cep,9.49,A7V,Cepheus,16
3175,Kruger 60 A,9.59,M2.0V,Cepheus,16
3176,HIP 109384,9.63,G5,Cepheus,16
3177,CR Cep,9.64,G0,Cepheus,16
3178,PQ Cep,9.82,"C6-,3e",Cepheus,16
3179,HD 219460,9.89,WN5+B1III,Cepheus,16
3180,4U 2206+54,9.9,O9.5Vep,Cepheus,16
3181,SV Cep,10.35,A2IVe,Cepheus,16
3182,V354 Cephei,10.9,M2.5 Iab,Cepheus,16
3183,DO Cep,10.3,M4.0V,Cepheus,16
3184,CP Cep,10.58,F5Ib,Cepheus,16
3185,AK Cep,10.86,F8,Cepheus,16
3186,EE Cep,10.9,B5:nev,Cepheus,16
3187,BH Cep,11.01,F5IIIe,Cepheus,16
3188,GW Cep,11.21,G3,Cepheus,16
3189,WZ Cep,11.23,F5,Cepheus,16
3190,BO Cep,11.55,F5Ve,Cepheus,16
3191,WR 152,11.61,WN3,Cepheus,16
3192,DI Cep,11.95,G8IVe,Cepheus,16
3193,CX Cep,12.12,WN4+O5V,Cepheus,16
3194,Wolf 1106,13.23,sdM1.5,Cepheus,16
3195,Cepheus X-4,,B1.5Ve,Cepheus,16
3196,V350 Cep,16.2,WN4+O5V,Cepheus,16
3197,PV Cep,17.46,A5,Cepheus,16
3198,IV Cep,,,Cepheus,16
3199,Cepheus A HW 2,,B0.5,Cepheus,16
3200,S140 IRS 1,,,Cepheus,16
3201,IRAS 21391+5802,,,Cepheus,16
3202,NGC 7538 IRS 1,,O,Cepheus,16
3203,NGC 7538 IRS 9,,,Cepheus,16
3204,OH 104.9+2.4,,,Cepheus,16
3205,PSR B2224+65,,,Cepheus,16
3206,PSR J2229+6114,,,Cepheus,16
3207,β Cet,2.04,K0III,Cetus,31
3208,α Cet,2.54,M2III,Cetus,31
3209,Mira,3.04,M5e-M9e,Cetus,31
3210,η Cet,3.46,K2III,Cetus,31
3211,γ Cet,3.47,A3V,Cetus,31
3212,τ Cet,3.49,G8V,Cetus,31
3213,ι Cet,3.56,K2III,Cetus,31
3214,θ Cet,3.6,K0III,Cetus,31
3215,ζ Cet,3.74,K2III,Cetus,31
3216,υ Cet,3.99,K5/M0III,Cetus,31
3217,δ Cet,4.08,B2IV,Cetus,31
3218,π Cet,4.24,B7IV,Cetus,31
3219,μ Cet,4.27,F1III-IV,Cetus,31
3220,ξ2 Cet,4.3,B9III,Cetus,31
3221,ξ1 Cet,4.36,G8II:,Cetus,31
3222,7 Cet,4.44,M1III,Cetus,31
3223,2 Cet,4.55,B9IVn,Cetus,31
3224,χ Cet A,4.66,F3III,Cetus,31
3225,λ Cet,4.71,B6III,Cetus,31
3226,σ Cet,4.74,F5V,Cetus,31
3227,φ1 Cet,4.77,K0IIIvar,Cetus,31
3228,20 Cet,4.78,M0III,Cetus,31
3229,ε Cet,4.83,F5V,Cetus,31
3230,κ1 Cet,4.84,G5Vvar,Cetus,31
3231,ν Cet,4.87,G8III,Cetus,31
3232,ρ Cet,4.88,A0V,Cetus,31
3233,6 Cet,4.89,F5V,Cetus,31
3234,46 Cet,4.9,K2III,Cetus,31
3235,56 Cet,4.92,K3III,Cetus,31
3236,175 G. Cet,4.98,K3II-III,Cetus,31
3237,3 Cet,4.99,K3Ibvar,Cetus,31
3238,94 Cet,5.07,F8V,Cetus,31
3239,48 Cet,5.11,A0V,Cetus,31
3240,AD Cet,5.13,M3IIIvar,Cetus,31
3241,37 Cet,5.14,F5V,Cetus,31
3242,49 G. Cet,5.17,A3V,Cetus,31
3243,φ2 Cet,5.17,F7IV-V,Cetus,31
3244,13 Cet,5.2,F8V...,Cetus,31
3245,73 G. Cet,5.22,F0V,Cetus,31
3246,259 G. Cet,5.27,K3III,Cetus,31
3247,18 G. Cet,5.29,K4III,Cetus,31
3248,69 Cet,5.29,M2III,Cetus,31
3249,φ3 Cet,5.35,K4III,Cetus,31
3250,75 Cet,5.36,G3III:,Cetus,31
3251,179 G. Cet,5.37,K4III,Cetus,31
3252,25 Cet,5.4,K0III-IV,Cetus,31
3253,50 Cet,5.41,K1III,Cetus,31
3254,39 Cet,5.42,G5III-IVe,Cetus,31
3255,60 Cet,5.42,A5III,Cetus,31
3256,70 Cet,5.42,F0Vn,Cetus,31
3257,57 Cet,5.43,M0/M1III,Cetus,31
3258,AR Cet,5.43,M3III,Cetus,31
3259,238 G. Cet,5.43,F0V,Cetus,31
3260,88 G. Cet,5.47,K1III,Cetus,31
3261,77 G. Cet,5.49,G8/K0III,Cetus,31
3262,47 Cet,5.51,F0V,Cetus,31
3263,67 Cet,5.51,G8III,Cetus,31
3264,80 Cet,5.53,M0III,Cetus,31
3265,EL Cet,5.55,K1IIIpe+...,Cetus,31
3266,59 G. Cet,5.57,K1V+...,Cetus,31
3267,79 G. Cet,5.57,B9V,Cetus,31
3268,28 Cet,5.58,A1V,Cetus,31
3269,172 G. Cet,5.58,F0V,Cetus,31
3270,81 G. Cet,5.59,K3III,Cetus,31
3271,232 G. Cet,5.6,G0.5IV,Cetus,31
3272,T Cet,5.61,M5/M6Ib/II,Cetus,31
3273,203 G. Cet,5.61,K5Iab:,Cetus,31
3274,φ4 Cet,5.62,G7III,Cetus,31
3275,49 Cet,5.62,A1V,Cetus,31
3276,93 Cet,5.62,B7V,Cetus,31
3277,95 Cet,5.62,K1IV,Cetus,31
3278,64 Cet,5.64,G0IV,Cetus,31
3279,66 Cet,5.65,F8V,Cetus,31
3280,81 Cet,5.65,G5III:,Cetus,31
3281,78 G. Cet,5.7,K3III,Cetus,31
3282,38 Cet,5.7,F5V,Cetus,31
3283,97 Cet,5.7,G8.5III,Cetus,31
3284,30 Cet,5.71,F7IV,Cetus,31
3285,12 Cet,5.72,M0III,Cetus,31
3286,84 Cet,5.72,F7IV,Cetus,31
3287,77 Cet,5.74,K4III,Cetus,31
3288,165 G. Cet,5.75,G2IV,Cetus,31
3289,174 G. Cet,5.75,F5V+...,Cetus,31
3290,27 G. Cet,5.77,B9V,Cetus,31
3291,7 G. Cet,5.78,K0III,Cetus,31
3292,BK Cet,5.78,F0V,Cetus,31
3293,268 G. Cet,5.79,K3V,Cetus,31
3294,286 G. Cet,5.79,F6V,Cetus,31
3295,272 G. Cet,5.81,K0III:,Cetus,31
3296,14 G. Cet,5.84,K0III,Cetus,31
3297,226 G. Cet,5.86,K0III,Cetus,31
3298,42 Cet,5.87,A7V...,Cetus,31
3299,202 G. Cet,5.87,K0II/III,Cetus,31
3300,93 G. Cet,5.88,K5III,Cetus,31
3301,AB Cet,5.88,Ap SrCrEu,Cetus,31
3302,239 G. Cet,5.89,K2III,Cetus,31
3303,250 G. Cet,5.89,K2III,Cetus,31
3304,65 G. Cet,5.9,K0III,Cetus,31
3305,HD 4732,5.9,K0III,Cetus,31
3306,137 G. Cet,5.92,F4V,Cetus,31
3307,11 G. Cet,5.93,A1V,Cetus,31
3308,34 Cet,5.93,K4III,Cetus,31
3309,14 Cet,5.94,F5IV,Cetus,31
3310,63 Cet,5.94,G9III:,Cetus,31
3311,61 Cet,5.96,G5V...,Cetus,31
3312,33 Cet,5.97,K4III,Cetus,31
3313,HD 18262,5.97,F7IV,Cetus,31
3314,290 G. Cet,5.98,F5V,Cetus,31
3315,12 G. Cet,5.99,G8III:,Cetus,31
3316,219 G. Cet,6.0,F5V,Cetus,31
3317,256 G. Cet,6.0,A7III-IVs,Cetus,31
3318,71 G. Cet,6.01,K1III,Cetus,31
3319,189 G. Cet,6.01,F7V+...,Cetus,31
3320,297 G. Cet,6.04,F0III:,Cetus,31
3321,313 G. Cet,6.05,K0III,Cetus,31
3322,BG Cet,6.06,A5m...,Cetus,31
3323,26 Cet,6.06,F1V,Cetus,31
3324,213 G. Cet,6.07,M1III,Cetus,31
3325,289 G. Cet,6.07,G9III:,Cetus,31
3326,27 Cet,6.09,K0III,Cetus,31
3327,254 G. Cet,6.09,K2III,Cetus,31
3328,CF Cet,6.11,M0/M1IIICNp,Cetus,31
3329,106 G. Cet,6.12,K1III,Cetus,31
3330,149 G. Cet,6.13,K0,Cetus,31
3331,64 G. Cet,6.14,G3/G5V,Cetus,31
3332,47 G. Cet,6.15,F2/F3V,Cetus,31
3333,74 G. Cet,6.15,M0III,Cetus,31
3334,18 Cet,6.15,G2V,Cetus,31
3335,21 Cet,6.15,G5IV,Cetus,31
3336,EH Cet,6.15,M4III,Cetus,31
3337,10 Cet,6.16,G8III,Cetus,31
3338,128 G. Cet,6.16,K1III,Cetus,31
3339,139 G. Cet,6.17,G8III/IV,Cetus,31
3340,138 G. Cet,6.17,G8III,Cetus,31
3341,258 G. Cet,6.17,M0III,Cetus,31
3342,264 G. Cet,6.17,G6III:,Cetus,31
3343,9 G. Cet,6.19,F2IV,Cetus,31
3344,263 G. Cet,6.19,K1III,Cetus,31
3345,10 G. Cet,6.2,A2IV/V,Cetus,31
3346,176 G. Cet,6.2,K0,Cetus,31
3347,131 G. Cet,6.21,M0III,Cetus,31
3348,44 Cet,6.21,F0V,Cetus,31
3349,279 G. Cet,6.21,G9III,Cetus,31
3350,240 G. Cet,6.22,G8/K0III,Cetus,31
3351,39 G. Cet,6.24,M1III,Cetus,31
3352,170 G. Cet,6.24,F7V,Cetus,31
3353,309 G. Cet,6.24,K0,Cetus,31
3354,4 G. Cet,6.25,F6/F7V,Cetus,31
3355,127 G. Cet,6.26,K1III,Cetus,31
3356,285 G. Cet,6.26,F3V:,Cetus,31
3357,82 G. Cet,6.27,A3IV,Cetus,31
3358,314 G. Cet,6.28,G9III,Cetus,31
3359,1 Cet,6.28,K1IIICN...,Cetus,31
3360,207 G. Cet,6.29,K0,Cetus,31
3361,1 G. Cet,6.31,G8III/IV,Cetus,31
3362,71 Cet,6.34,A0III,Cetus,31
3363,133 G. Cet,6.35,F5/F6V,Cetus,31
3364,108 G. Cet,6.36,A3III,Cetus,31
3365,9 Cet,6.39,G3V,Cetus,31
3366,209 G. Cet,6.39,K1III,Cetus,31
3367,32 Cet,6.4,K0III,Cetus,31
3368,276 G. Cet,6.4,F6IV,Cetus,31
3369,168 G. Cet,6.41,K2III,Cetus,31
3370,144 G. Cet,6.42,K0IV,Cetus,31
3371,186 G. Cet,6.42,K0,Cetus,31
3372,HD 11964,6.42,G5IV,Cetus,31
3373,38 G. Cet,6.43,M0III,Cetus,31
3374,148 G. Cet,6.43,K0/K1III,Cetus,31
3375,171 G. Cet,6.43,K5,Cetus,31
3376,205 G. Cet,6.43,K4III,Cetus,31
3377,227 G. Cet,6.43,K0,Cetus,31
3378,43 G. Cet,6.44,G3V,Cetus,31
3379,90 G. Cet,6.44,F3V,Cetus,31
3380,29 Cet,6.44,K0IV,Cetus,31
3381,166 G. Cet,6.44,K0,Cetus,31
3382,187 G. Cet,6.44,M2III,Cetus,31
3383,57 G. Cet,6.45,K0III,Cetus,31
3384,178 G. Cet,6.45,G0,Cetus,31
3385,25 Ari,6.45,F5V,Cetus,31
3386,252 G. Cet,6.45,K0III,Cetus,31
3387,2 G. Cet,6.45,G8/K0III,Cetus,31
3388,5 G. Cet,6.46,K1III,Cetus,31
3389,29 G. Cet,6.46,F3V,Cetus,31
3390,193 G. Cet,6.46,G5,Cetus,31
3391,HD 1461,6.47,G0V,Cetus,31
3392,76 G. Cet,6.47,F0IV,Cetus,31
3393,101 G. Cet,6.47,K2/K3III,Cetus,31
3394,293 G. Cet,6.48,K0,Cetus,31
3395,63 G. Cet,6.49,G8III,Cetus,31
3396,221 G. Cet,6.49,G5,Cetus,31
3397,28 G. Cet,6.5,B6III/IV,Cetus,31
3398,43 Cet,6.5,K0III:,Cetus,31
3399,142 G. Cet,6.5,K0,Cetus,31
3400,234 G. Cet,6.5,A3V,Cetus,31
3401,40 Cet,6.52,F8,Cetus,31
3402,58 Cet,6.52,A0,Cetus,31
3403,35 Cet,6.55,F8,Cetus,31
3404,15 Cet,6.64,K2III,Cetus,31
3405,χ Cet B,6.74,G0,Cetus,31
3406,79 Cet,6.83,G5IV,Cetus,31
3407,HD 4747,7.15,G9V,Cetus,31
3408,HD 984,7.3,F7V,Cetus,31
3409,HD 7449,7.5,F8V,Cetus,31
3410,HD 11506,7.54,G0V,Cetus,31
3411,HD 5319,8.05,K0III,Cetus,31
3412,HD 12039,8.11,G4V,Cetus,31
3413,HD 1666,8.17,F7V,Cetus,31
3414,HD 224693,8.23,G2IV,Cetus,31
3415,HD 9174,8.4,G8IV,Cetus,31
3416,HD 6718,8.45,G0,Cetus,31
3418,HD 1690,9.17,K1III,Cetus,31
3419,HD 2638,9.44,G5,Cetus,31
3420,BD-17°63,9.63,K5V,Cetus,31
3421,HD 16031,9.76,F2V,Cetus,31
3422,WASP-136,9.98,,Cetus,31
3423,HIP 5158,10.21,K5,Cetus,31
3424,HIP 11915,8.58,G5V,Cetus,31
3425,WASP-71,10.57,F8,Cetus,31
3426,WASP-20,10.68,,Cetus,31
3427,WASP-137,11.0,G0,Cetus,31
3428,WASP-77A,11.29,G8V,Cetus,31
3429,WASP-26,11.3,G0,Cetus,31
3430,WASP-156,11.6,K3,Cetus,31
3431,BD -16°251,11.7,,Cetus,31
3432,WASP-138,11.81,F9,Cetus,31
3433,YZ Cet,12.07,M4.5V,Cetus,31
3434,WASP-158,12.1,F6V,Cetus,31
3435,UV Cet,12.54,M5.5Ve,Cetus,31
3436,WASP-44,12.9,G8V,Cetus,31
3437,WASP-146,12.9,G0,Cetus,31
3438,BL Cet,12.99,M6.0Ve,Cetus,31
3439,α Cha,4.05,F5III,Chamaeleon,43
3440,γ Cha,4.11,M0III,Chamaeleon,43
3441,β Cha,4.24,B5Vn,Chamaeleon,43
3442,θ Cha,4.34,K0III-IV,Chamaeleon,43
3443,δ2 Cha,4.45,B2.5IV,Chamaeleon,43
3444,ε Cha,4.88,B9Vn,Chamaeleon,43
3445,κ Cha,5.04,K4III,Chamaeleon,43
3446,ζ Cha,5.07,B5V,Chamaeleon,43
3447,ι Cha,5.34,F3/F5IV,Chamaeleon,43
3448,ν Cha,5.43,G8III,Chamaeleon,43
3449,η Cha,5.46,B9IV,Chamaeleon,43
3450,δ1 Cha,5.46,K0III,Chamaeleon,43
3451,μ¹ Cha,5.53,A0IV,Chamaeleon,43
3452,π Cha,5.64,F1III,Chamaeleon,43
3453,HD 72922,5.67,G8III,Chamaeleon,43
3454,HD 76236,5.79,K5III,Chamaeleon,43
3455,HD 114533,5.84,F8Ib,Chamaeleon,43
3456,HD 120213,5.95,K2/K3III:p,Chamaeleon,43
3457,DR Cha,5.97,B5IV,Chamaeleon,43
3458,RS Cha,6.05,A7V,Chamaeleon,43
3459,HD 80194,6.13,K1III,Chamaeleon,43
3460,HD 92209,6.29,K2III,Chamaeleon,43
3461,HD 101782,6.32,K0III,Chamaeleon,43
3462,DY Cha,6.32,B8IV,Chamaeleon,43
3463,HD 106248,6.34,K2/K3IIICN.,Chamaeleon,43
3464,HD 115088,6.34,B9.5/A0V,Chamaeleon,43
3465,HD 98617,6.35,A8IIIm...,Chamaeleon,43
3466,HD 94717,6.36,K2II/III,Chamaeleon,43
3467,HD 101917,6.38,K0III/IV,Chamaeleon,43
3468,HD 99015,6.43,A5III/IV,Chamaeleon,43
3469,HD 113694,6.43,A0V,Chamaeleon,43
3470,HD 86320,6.47,B8IV,Chamaeleon,43
3471,μ2 Cha,6.6,G6/G8III,Chamaeleon,43
3472,HD 104237,6.7,K4Ve,Chamaeleon,43
3473,RZ Cha,8.09,F4V,Chamaeleon,43
3474,HD 97048,8.38,A0pshe,Chamaeleon,43
3475,HD 116852,8.47,O9III,Chamaeleon,43
3476,HD 97300,9.2,B9V,Chamaeleon,43
3477,HD 63454,9.37,K4V,Chamaeleon,43
3478,R Cha,10.55,M4.5e,Chamaeleon,43
3479,Z Cha,11.5,M5.5,Chamaeleon,43
3480,T Cha,11.56,K0e,Chamaeleon,43
3481,CS Cha,11.69,K2Ve,Chamaeleon,43
3482,CT Cha,12.36,K7,Chamaeleon,43
3483,ChaHα8,20.1,M5.75,Chamaeleon,43
3484,DK Cha,,F0,Chamaeleon,43
3485,OTS 44,,M9.5,Chamaeleon,43
3486,α Cir,3.18,F1Vp,Circinus,9
3487,β Cir,4.07,A3Va,Circinus,9
3488,γ Cir,4.48,B5III + F8,Circinus,9
3489,ε Cir,4.85,K2.5III,Circinus,9
3490,δ Cir,5.04,O8.5V,Circinus,9
3491,θ Cir,5.08,B4Vnp,Circinus,9
3492,η Cir,5.16,G8III,Circinus,9
3493,HD 131342,5.18,K1III,Circinus,9
3494,HD 129422,5.36,A7Vn,Circinus,9
3495,HD 135591,5.43,O7Iab:,Circinus,9
3496,HD 125835,5.56,A3Ib,Circinus,9
3497,HD 136359,5.65,F7V,Circinus,9
3498,HD 124471,5.72,B1.5III,Circinus,9
3499,HD 120404,5.73,K5/M0III,Circinus,9
3500,HD 120913,5.74,K2III,Circinus,9
3501,HD 135160,5.74,B0.5V,Circinus,9
3502,HD 126862,5.84,K1III,Circinus,9
3503,HD 126241,5.87,K3III,Circinus,9
3504,CO Cir,5.91,B2.5V,Circinus,9
3505,AX Cir,5.91,F8II + A/F,Circinus,9
3506,HD 121932,5.96,F0V,Circinus,9
3507,HD 128020,6.03,F7V,Circinus,9
3508,HD 123377,6.07,K4II,Circinus,9
3509,HD 123492,6.07,A6IV,Circinus,9
3510,ζ Cir,6.09,B3Vn,Circinus,9
3511,HD 129462,6.1,K0III,Circinus,9
3512,BU Cir,6.1,B2III,Circinus,9
3513,HD 121557,6.2,K0III,Circinus,9
3514,HD 128917,6.21,F4V,Circinus,9
3515,HD 130227,6.21,K3III,Circinus,9
3516,HD 133792,6.25,A0p,Circinus,9
3517,HD 134468,6.27,K4Ib,Circinus,9
3518,HD 134060,6.29,G3IV,Circinus,9
3519,HD 125990,6.36,A1V,Circinus,9
3520,HD 134657,6.36,B5V,Circinus,9
3521,HD 130942,6.38,B5V,Circinus,9
3522,HD 129092,6.39,B3V:,Circinus,9
3523,HD 131491,6.39,B5V,Circinus,9
3524,HD 133557,6.49,F2III,Circinus,9
3525,HD 130021,6.5,B3III,Circinus,9
3526,BP Cir,7.52,F2/F3II+B6.0,Circinus,9
3527,HD 129445,8.81,G8V,Circinus,9
3528,WR 70,9.71,WC9+B0I,Circinus,9
3529,WR 66,11.34,WN8(h),Circinus,9
3530,WR 65,13.65,WC9d+OB,Circinus,9
3531,WR 67,11.84,WN6w,Circinus,9
3532,WR 67a,16.25,WN6h,Circinus,9
3533,WR 67b,17.27,WC8,Circinus,9
3534,WR 67-3,15.33,WN10,Circinus,9
3535,WR 68,13.28,WC7,Circinus,9
3536,WR 68a,13.2,WN6+O5.5/6,Circinus,9
3537,WR 68-1,,WN4b,Circinus,9
3538,BX Cir,12.62,B+...,Circinus,9
3539,BW Cir,16.9,,Circinus,9
3540,Circinus X-1,21.4,,Circinus,9
3541,PSR B1451-68,,,Circinus,9
3542,PSR B1509-58,,,Circinus,9
3543,α Col,2.65,B7IV,Columba,43
3544,β Col,3.12,K1.5III,Columba,43
